# accuracy of sparse recovery for different rho and max_level
    # rho_list, norm_list, opnorm_list, n_meas_list, max_level_list
10.0,0.5875707164591363,0.550448536724522,4.0,2.0
10.0,0.5021907658567029,0.48943753824128433,8.0,3.0
10.0,0.3383256367263756,0.33556701125960864,16.0,4.0
10.0,0.15275986847657352,0.1548648607696684,32.0,5.0
10.0,0.03003632151719631,0.037524351311813434,44.0,6.0
10.0,443.31566484363674,963.5888325094252,49.0,7.0
11.0,0.7945034888485517,0.9999944848854821,2.0,1.0
11.0,0.5875707164591363,0.550448536724522,4.0,2.0
11.0,0.5021907658567029,0.48943753824128433,8.0,3.0
11.0,0.3383256367263756,0.33556701125960864,16.0,4.0
11.0,0.15275986847657352,0.1548648607696684,32.0,5.0
11.0,0.030037038982162274,0.03752427202897653,53.0,6.0
11.0,0.5350587305512093,1.1610530459083752,60.0,7.0
12.0,0.7945034888485517,0.9999944848854821,2.0,1.0
12.0,0.5875707164591363,0.550448536724522,4.0,2.0
12.0,0.5021907658567029,0.48943753824128433,8.0,3.0
12.0,0.3383256367263756,0.33556701125960864,16.0,4.0
12.0,0.15275986847657352,0.1548648607696684,32.0,5.0
12.0,0.030032785898094792,0.037524272030218936,52.0,6.0
12.0,0.015395837863958142,0.029983939864384187,60.0,7.0
13.0,0.7945034888485517,0.9999944848854821,2.0,1.0
13.0,0.5875707164591363,0.550448536724522,4.0,2.0
13.0,0.5021907658567029,0.48943753824128433,8.0,3.0
13.0,0.3383256367263756,0.33556701125960864,16.0,4.0
13.0,0.15275986847657352,0.1548648607696684,32.0,5.0
13.0,0.03003350778066754,0.0375242719920788,51.0,6.0
13.0,0.3429333092279788,0.7143942805383179,60.0,7.0
14.0,0.7945034888485517,0.9999944848854821,2.0,1.0
14.0,0.5875707164591363,0.550448536724522,4.0,2.0
14.0,0.5021907658567029,0.48943753824128433,8.0,3.0
14.0,0.3383256367263756,0.33556701125960864,16.0,4.0
14.0,0.15275986847657352,0.1548648607696684,32.0,5.0
14.0,0.030036078042764276,0.037524271993508884,50.0,6.0
14.0,4.6299553982748925e14,1.0064069468241866e15,57.0,7.0
15.0,0.7945034888485517,0.9999944848854821,2.0,1.0
15.0,0.5875707164591363,0.550448536724522,4.0,2.0
15.0,0.5021907658567029,0.48943753824128433,8.0,3.0
15.0,0.3383256367263756,0.33556701125960864,16.0,4.0
15.0,0.15275986847657352,0.1548648607696684,32.0,5.0
15.0,0.03003704466390868,0.03752429418465518,49.0,6.0
15.0,0.037895600984251376,0.08186577221319094,58.0,7.0
16.0,0.7945034888485517,0.9999944848854821,2.0,1.0
16.0,0.5875707164591363,0.550448536724522,4.0,2.0
16.0,0.5021907658567029,0.48943753824128433,8.0,3.0
16.0,0.3383256367263756,0.33556701125960864,16.0,4.0
16.0,0.15275986847657352,0.1548648607696684,32.0,5.0
16.0,0.03003707739488957,0.0375242684105036,48.0,6.0
16.0,0.03630296801175693,0.06126572959217772,59.0,7.0
17.0,0.7945034888485517,0.9999944848854821,2.0,1.0
17.0,0.5875707164591363,0.550448536724522,4.0,2.0
17.0,0.5021907658567029,0.48943753824128433,8.0,3.0
17.0,0.3383256367263756,0.33556701125960864,16.0,4.0
17.0,0.15275986847657352,0.1548648607696684,32.0,5.0
17.0,0.03003707897717455,0.037524272028962385,64.0,6.0
17.0,4.130602668046113e11,8.97863340373618e11,73.0,7.0
18.0,0.7945034888485517,0.9999944848854821,2.0,1.0
18.0,0.5875707164591363,0.550448536724522,4.0,2.0
18.0,0.5021907658567029,0.48943753824128433,8.0,3.0
18.0,0.3383256367263756,0.33556701125960864,16.0,4.0
18.0,0.15275986847657352,0.1548648607696684,32.0,5.0
18.0,0.03003707897717455,0.037524272028962385,64.0,6.0
18.0,3.9162009652895175e14,8.512591413073805e14,72.0,7.0
19.0,0.7945034888485517,0.9999944848854821,2.0,1.0
19.0,0.5875707164591363,0.550448536724522,4.0,2.0
19.0,0.5021907658567029,0.48943753824128433,8.0,3.0
19.0,0.3383256367263756,0.33556701125960864,16.0,4.0
19.0,0.15275986847657352,0.1548648607696684,32.0,5.0
19.0,0.03003707897717455,0.037524272028962385,64.0,6.0
19.0,1.2950864656990252e7,2.8149752717709262e7,77.0,7.0
20.0,0.7945034888485517,0.9999944848854821,2.0,1.0
20.0,0.5875707164591363,0.550448536724522,4.0,2.0
20.0,0.5021907658567029,0.48943753824128433,8.0,3.0
20.0,0.3383256367263756,0.33556701125960864,16.0,4.0
20.0,0.15275986847657352,0.1548648607696684,32.0,5.0
20.0,0.03003707897717455,0.037524272028962385,64.0,6.0
20.0,4.4209967831550315e6,9.609859041216515e6,76.0,7.0
