# svdvals of A, normalized by opnorm(A) 
    # opnorm_list, n_meas_list
1.0,1.0
0.9999968777696638,2.0
0.9999953166289852,3.0
0.5579366609473055,4.0
0.5579306401547448,5.0
0.5579276296625538,6.0
0.3674019655509191,7.0
0.3673934176763576,8.0
0.3673891435010441,9.0
0.26435170002051034,10.0
0.2643411662874423,11.0
0.2643358989763505,12.0
0.201051994871659,13.0
0.2010399680932194,14.0
0.2010339540077653,15.0
0.1587970134891124,16.0
0.15878389753204392,17.0
0.15877733858126392,18.0
0.12890666457747582,19.0
0.12889278719880815,20.0
0.12888584725617766,21.0
0.10685061884502657,22.0
0.10683624686205032,23.0
0.10682905934695479,24.0
0.09004629116273186,25.0
0.0900316412481765,26.0
0.09002431451915549,27.0
0.0769179298018518,28.0
0.07690317653738714,29.0
0.07689579791453123,30.0
0.06645155841311576,31.0
0.06643684090568372,32.0
0.06642947997510859,33.0
0.057966435930391746,34.0
0.05795186351851548,35.0
0.05794457498262319,36.0
0.05098954345949596,37.0
0.050975200688647984,38.0
0.050968026851767295,39.0
0.045182727951781,40.0
0.04516867888943179,41.0
0.04516165181403931,42.0
0.040298417984088154,43.0
0.04028470992366252,44.0
0.04027785328163585,45.0
0.03615164414763009,46.0
0.03613831075362635,47.0
0.03613164139853865,48.0
0.032601770156381715,49.0
0.03258883410849946,50.0
0.03258236339769957,51.0
0.029540223134516565,52.0
0.029527698331227297,53.0
0.02952143322787861,54.0
0.02688204919125584,55.0
0.026869942572370187,56.0
0.026863886557073335,57.0
0.02455997621717863,58.0
0.024548289261314186,59.0
0.024542443081246507,60.0
0.022520160183577623,61.0
0.022508890131298226,62.0
0.022503252412217442,63.0
0.02071908624455959,64.0
0.02070822709213941,65.0
0.02070279483566655,66.0
0.01912127716972486,67.0
0.01911082047248265,68.0
0.019105589458141347,69.0
0.017697575865357876,70.0
0.01768751138386242,71.0
0.01768247649252567,72.0
0.01642384242312851,73.0
0.016414158640415576,74.0
0.016409314113196297,75.0
0.015279954657840624,76.0
0.015270639191167648,77.0
0.015265978835564197,78.0
0.014249033655968905,79.0
0.014240073582710008,80.0
0.014235590935742896,81.0
0.013316838081331883,82.0
0.013308220195118226,83.0
0.013303908651585539,84.0
0.012471286391546129,85.0
0.012462997401986111,86.0
0.012458850314466934,87.0
0.011702076953509503,88.0
0.01169410364038138,89.0
0.011690114396429134,90.0
0.011000383765080897,91.0
0.010992713095860907,92.0
0.010988875176868317,93.0
0.010358611056125016,94.0
0.010351230274127538,95.0
0.010347537299454241,96.0
0.009770194100605206,97.0
0.009763090789605586,98.0
0.009759536548947331,99.0
0.009229436561304994,100.0
0.009222598691467278,101.0
0.009219177167846496,102.0
0.008731376913081032,103.0
0.008724792871998578,104.0
0.00872149825731485,105.0
0.008271678159435263,106.0
0.008265336771472898,107.0
0.008262163476190777,108.0
0.007846536320900177,109.0
0.00784042685735045,110.0
0.007837369515582032,111.0
0.0074526041372802755,112.0
0.007446716319368858,113.0
0.0074437697903758605,114.0
0.007086927166473538,115.0
0.007081251162840579,116.0
0.007078410529780854,117.0
0.006746890035623992,118.0
0.00674141645563295,119.0
0.006738677022200761,120.0
0.006430171046886471,121.0
0.006424890930785061,122.0
0.006422248216295954,123.0
0.006134703689880456,124.0
0.006129608496687041,125.0
0.006127058229994921,126.0
0.005858643888865852,127.0
0.005853725482584875,128.0
0.005851263595208187,129.0
0.005600342031195233,130.0
0.005595592666020435,131.0
0.005593215284699395,132.0
0.005358318998227531,133.0
0.005353731303000495,134.0
0.005351434741930264,135.0
0.00513124555917697,136.0
0.0051268125215353805,137.0
0.005124593274443142,138.0
0.00491792460102469,139.0
0.004913639551483435,140.0
0.004911494283622952,141.0
0.004717275758471656,142.0
0.00471313235456182,143.0
0.0047110578948090075,144.0
0.004528322081578238,145.0
0.00452431429230012,146.0
0.004522307625342117,147.0
0.004350178439230162,148.0
0.004346300529835652,149.0
0.0043443587885802475,150.0
0.004182041405630085,151.0
0.004178287922884408,152.0
0.004176408381055139,153.0
0.004023180417652156,154.0
0.004019546175603526,155.0
0.0040177262406261615,156.0
0.0038729300244943294,157.0
0.0038694100907810734,158.0
0.00386764729692075,159.0
0.003730683078479227,160.0
0.00372727276118567,161.0
0.0037255647629999707,162.0
0.003595884739048473,163.0
0.0035925795742048736,164.0
0.0035909241402417237,165.0
0.003468027181327479,166.0
0.003464822920931894,167.0
0.003463217927770714,168.0
0.0033466449163466363,169.0
0.003343537517012725,170.0
0.003341980943545305,171.0
0.0032313106438306522,172.0
0.0032282962559444612,173.0
0.0032267861779929894,174.0
0.0031216315694540405,175.0
0.0031187065269512155,176.0
0.0031172411121272677,177.0
0.003017246128433936,178.0
0.003014406939074657,179.0
0.003012984441895126,180.0
0.00291782106508541,181.0
0.002915064401230711,182.0
0.0029136831585499187,183.0
0.0028230488248451725,184.0
0.0028203715147955446,185.0
0.00281902994141324,186.0
0.00273264522152204,187.0
0.002730044241246711,188.0
0.0027287408258109378,189.0
0.0026463473469032503,190.0
0.0026438198122548857,191.0
0.002642553113371949,192.0
0.00256391169456893,193.0
0.0025614548539806803,194.0
0.0025602234965182266,195.0
0.0024851124733434133,196.0
0.002482723700827598,197.0
0.0024815263724661464,198.0
0.0024097400886396647,199.0
0.002407416877284766,200.0
0.002406252325208039,201.0
0.002337599773159558,202.0
0.002335339728932953,203.0
0.002334206756762055,204.0
0.0022685103503052827,205.0
0.002266311186173086,206.0
0.0022652086510445073,207.0
0.0022023031157959124,208.0
0.002200162646282262,209.0
0.0021990894560595586,210.0
0.002138820825019054,211.0
0.002136736960932342,212.0
0.0021356920716441023,213.0
0.0020779167745632165,214.0
0.0020758875181305014,215.0
0.0020748699314862657,216.0
0.0020194539683112836,217.0
0.0020174774085505087,218.0
0.002016486169637986,219.0
0.001963304359364216,220.0
0.0019613786676361566,221.0
0.0019604128627149055,222.0
0.0019093481596412919,223.0
0.0019074715856356474,224.0
0.0019065303400913113,225.0
0.0018574732110657815,226.0
0.0018556440787953381,227.0
0.0018547265551659355,228.0
0.0018075744113796438,229.0
0.001805791115507855,230.0
0.001804896511678519,231.0
0.0017595531897959395,232.0
0.001757814192209887,233.0
0.0017569417396172018,234.0
0.001713317027337338,235.0
0.0017116208538417183,236.0
0.001710769815860958,237.0
0.0016687790178345364,238.0
0.0016671242549813044,239.0
0.0016662939253973572,240.0
0.0016258574652262383,241.0
0.0016242427574567858,242.0
0.0016234324589324328,243.0
0.0015844755144077355,244.0
0.0015828995612020551,245.0
0.0015821086439427596,246.0
0.0015445608118795546,247.0
0.0015430223652031544,248.0
0.001542250205594269,249.0
0.0015060451940246092,250.0
0.0015045430557616391,251.0
0.0015037890551846294,252.0
0.001468864399958193,253.0
0.0014673974196210992,254.0
0.0014666610032041678,255.0
0.0014329578071913302,256.0
0.0014315248796463557,257.0
0.001430805495217556,258.0
0.0013982681878812163,259.0
0.001396868251244331,260.0
0.0013961653682445173,261.0
0.001364741483723673,262.0
0.00136337351740439,263.0
0.0013626866258802473,264.0
0.0013323265983104823,265.0
0.001330989621040994,266.0
0.0013303182307256188,267.0
0.001300975204803447,268.0
0.0012996682729853374,269.0
0.00129901191234893,270.0
0.0012706415683850858,271.0
0.0012693637741857942,272.0
0.001268721989659267,273.0
0.001241282381375032,274.0
0.0012400328512614947,275.0
0.0012394052063891018,276.0
0.001212856610819908,277.0
0.0012116345039972294,278.0
0.001211020578649625,279.0
0.0011853253568739298,280.0
0.0011841298637887267,281.0
0.0011835292534665002,282.0
0.0011586517213838165,283.0
0.0011574820624142663,284.0
0.0011568943775754608,285.0
0.0011328006859034833,286.0
0.0011316561099956556,287.0
0.0011310809753389743,288.0
0.0011077389981229613,289.0
0.0011066187815439066,290.0
0.0011060558354582873,291.0
0.0010834350663286982,292.0
0.0010823385115163561,293.0
0.0010817874054634127,294.0
0.0010598588610272832,295.0
0.001058785295469407,296.0
0.001058245693380621,297.0
0.0010369818234489394,298.0
0.001035930598580856,299.0
0.0010354021763988527,300.0
0.0010147767800239395,301.0
0.0010137472702348392,302.0
0.0010132297153380078,303.0
0.0009932178627563072,304.0
0.0009922094644259135,305.0
0.0009917024751894712,306.0
0.000972280434759222,307.0
0.0009712925653551454,308.0
0.0009707958506619365,309.0
0.0009519410208950645,310.0
0.0009509731180004684,311.0
0.0009504863968546952,312.0
0.0009321772425583901,313.0
0.0009312287632105882,314.0
0.000930751764242149,315.0
0.0009129677570958436,316.0
0.0009120381768223428,317.0
0.000911570637958996,318.0
0.0008942922007805412,319.0
0.0008933810129356488,320.0
0.0008929226810028513,321.0
0.0008761311355571365,322.0
0.0008752378505757417,323.0
0.0008747884809199996,324.0
0.0008584659991063638,325.0
0.0008575901438270375,326.0
0.0008571494999773196,327.0
0.0008412790579405144,328.0
0.0008404201749658961,329.0
0.0008399880283201471,330.0
0.000824553363594769,331.0
0.000823711010582925,332.0
0.0008232871401246272,333.0
0.0008082727112191531,334.0
0.0008074464604011341,335.0
0.0008070306523256436,336.0
0.000792421600902722,337.0
0.0007916110384534683,338.0
0.0007912030859307652,339.0
0.0007769852012813682,340.0
0.00077618992679344,341.0
0.0007757896297028624,342.0
0.0007619493152373026,343.0
0.0007611689411535549,344.0
0.0007607761058005924,345.0
0.0007473003476929985,346.0
0.0007465344988511389,347.0
0.0007461489377670245,348.0
0.0007330252752387869,349.0
0.00073227358845914,350.0
0.000731895120059242,351.0
0.0007191116177051439,352.0
0.000718373741182664,353.0
0.0007180021896780644,354.0
0.0007055474110513593,355.0
0.0007048230040938901,356.0
0.0007044581991619904,357.0
0.0006923211821704262,358.0
0.000691609914654211,359.0
0.0006912516913007286,360.0
0.0006794219248122984,361.0
0.0006787234768721079,362.0
0.0006783716752105279,363.0
0.0006668390771749328,364.0
0.0006661531387013607,365.0
0.0006658076037566909,366.0
0.0006545625001870262,367.0
0.0006538887707210791,368.0
0.0006535493522221183,369.0
0.0006425824580454898,370.0
0.0006419206460786124,371.0
0.0006415871983746197,372.0
0.0006308895983813241,373.0
0.0006302394213580276,374.0
0.0006299118031479449,375.0
0.0006194749349849075,376.0
0.0006188361187353719,377.0
0.0006185141929848709,378.0
0.000608329830232339,379.0
0.000607702108830716,380.0
0.0006073857425653599,381.0
0.0005974459794470493,382.0
0.0005968290947515225,383.0
0.0005965181589700257,384.0
0.0005868153952193488,385.0
0.000586209096795214,386.0
0.0005859034662819427,387.0
0.0005764303932874507,388.0
