# accuracy of sparse recovery for different rho and max_level
    # rho_list, norm_list, opnorm_list, n_meas_list, max_level_list
18.0,0.213864995659226,0.16991517448593713,32.0,5.0
18.0,0.09858497905944189,0.06630825485107168,64.0,6.0
18.0,0.03814607294993664,0.020806457934429624,92.0,7.0
18.0,0.012129713557225011,0.005430043280720729,118.0,8.0
18.0,0.002394880925190703,0.0009746329503387603,139.0,9.0
18.0,0.1719553472406503,0.38207200102833877,155.0,10.0
19.0,0.8054076318500407,0.9999958278123479,2.0,1.0
19.0,0.6110228415064647,0.5587879594551244,4.0,2.0
19.0,0.525438614026704,0.48883021597005066,8.0,3.0
19.0,0.3797144256679719,0.33800805410469054,16.0,4.0
19.0,0.213864995659226,0.16991517448593713,32.0,5.0
19.0,0.09858497905944189,0.06630825485107168,64.0,6.0
19.0,0.03814607297089949,0.020806457934895415,90.0,7.0
19.0,0.012129714927687262,0.005430043281577895,110.0,8.0
19.0,0.0023948473410283673,0.0009746263796453097,133.0,9.0
19.0,0.01716062153998931,0.03812429776344068,152.0,10.0
20.0,0.8054076318500407,0.9999958278123479,2.0,1.0
20.0,0.6110228415064647,0.5587879594551244,4.0,2.0
20.0,0.525438614026704,0.48883021597005066,8.0,3.0
20.0,0.3797144256679719,0.33800805410469054,16.0,4.0
20.0,0.213864995659226,0.16991517448593713,32.0,5.0
20.0,0.09858497905944189,0.06630825485107168,64.0,6.0
20.0,0.03814607297824193,0.02080645793478707,88.0,7.0
20.0,0.01212971519271469,0.005430043261382209,115.0,8.0
20.0,0.0023949196652262397,0.0009746317739951993,131.0,9.0
20.0,0.0003811595000610722,0.000696645624797475,146.0,10.0
